,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
346,gpt3,object-control-passive,Casey,Joseph,False,pushed,to go,Joseph,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey was pushed by Joseph to go.

Question: Who pushed someone to go, Casey or Joseph?
Answer: Joseph
Question: Who was pushed to go, Casey or Joseph?
Answer: Casey
Question: Who went, Casey or Joseph?
Answer: ", '\n'),346.0,346.0
347,gpt3,object-control-passive,Casey,Joseph,False,pushed,to read,Joseph,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey was pushed by Joseph to read.

Question: Who pushed someone to read, Casey or Joseph?
Answer: Joseph
Question: Who was pushed to read, Casey or Joseph?
Answer: Casey
Question: Who read, Casey or Joseph?
Answer: ", '\n'),347.0,347.0
348,gpt3,object-control-passive,Casey,Joseph,False,pushed,to run,Joseph,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey was pushed by Joseph to run.

Question: Who was pushed to run, Casey or Joseph?
Answer: Casey
Question: Who pushed someone to run, Casey or Joseph?
Answer: Joseph
Question: Who ran, Casey or Joseph?
Answer: ", 'Case'),348.0,348.0
349,gpt3,object-control-passive,Casey,Joseph,False,pushed,to call,Joseph,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey was pushed by Joseph to call.

Question: Who was pushed to call, Casey or Joseph?
Answer: Casey
Question: Who pushed someone to call, Casey or Joseph?
Answer: Joseph
Question: Who called, Casey or Joseph?
Answer: ", 'Case'),349.0,349.0
350,gpt3,object-control-passive,Casey,Nicole,False,told,to come,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was told by Nicole to come.

Question: Who was told to come, Casey or Nicole?
Answer: Casey
Question: Who told someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", '\n'),350.0,350.0
351,gpt3,object-control-passive,Casey,Nicole,False,told,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was told by Nicole to go.

Question: Who was told to go, Casey or Nicole?
Answer: Casey
Question: Who told someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", 'Question'),351.0,351.0
352,gpt3,object-control-passive,Casey,Nicole,False,told,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was told by Nicole to read.

Question: Who was told to read, Casey or Nicole?
Answer: Casey
Question: Who told someone to read, Casey or Nicole?
Answer: Nicole
Question: Who read, Casey or Nicole?
Answer: ", '\n'),352.0,352.0
353,gpt3,object-control-passive,Casey,Nicole,False,told,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was told by Nicole to run.

Question: Who was told to run, Casey or Nicole?
Answer: Casey
Question: Who told someone to run, Casey or Nicole?
Answer: Nicole
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),353.0,353.0
354,gpt3,object-control-passive,Casey,Nicole,False,told,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was told by Nicole to call.

Question: Who told someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was told to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),354.0,354.0
355,gpt3,object-control-passive,Casey,Nicole,False,ordered,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was ordered by Nicole to come.

Question: Who was ordered to come, Casey or Nicole?
Answer: Casey
Question: Who ordered someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),355.0,355.0
356,gpt3,object-control-passive,Casey,Nicole,False,ordered,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was ordered by Nicole to go.

Question: Who was ordered to go, Casey or Nicole?
Answer: Casey
Question: Who ordered someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", '\n'),356.0,356.0
357,gpt3,object-control-passive,Casey,Nicole,False,ordered,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was ordered by Nicole to read.

Question: Who ordered someone to read, Casey or Nicole?
Answer: Nicole
Question: Who was ordered to read, Casey or Nicole?
Answer: Casey
Question: Who read, Casey or Nicole?
Answer: ", '\n'),357.0,357.0
358,gpt3,object-control-passive,Casey,Nicole,False,ordered,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was ordered by Nicole to run.

Question: Who was ordered to run, Casey or Nicole?
Answer: Casey
Question: Who ordered someone to run, Casey or Nicole?
Answer: Nicole
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),358.0,358.0
359,gpt3,object-control-passive,Casey,Nicole,False,ordered,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was ordered by Nicole to call.

Question: Who ordered someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was ordered to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),359.0,359.0
360,gpt3,object-control-passive,Casey,Nicole,False,called upon,to come,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was called upon by Nicole to come.

Question: Who called upon someone to come, Casey or Nicole?
Answer: Nicole
Question: Who was called upon to come, Casey or Nicole?
Answer: Casey
Question: Who came, Casey or Nicole?
Answer: ", '\n'),360.0,360.0
361,gpt3,object-control-passive,Casey,Nicole,False,called upon,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was called upon by Nicole to go.

Question: Who called upon someone to go, Casey or Nicole?
Answer: Nicole
Question: Who was called upon to go, Casey or Nicole?
Answer: Casey
Question: Who went, Casey or Nicole?
Answer: ", '\n'),361.0,361.0
362,gpt3,object-control-passive,Casey,Nicole,False,called upon,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was called upon by Nicole to read.

Question: Who called upon someone to read, Casey or Nicole?
Answer: Nicole
Question: Who was called upon to read, Casey or Nicole?
Answer: Casey
Question: Who read, Casey or Nicole?
Answer: ", '\n'),362.0,362.0
363,gpt3,object-control-passive,Casey,Nicole,False,called upon,to run,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was called upon by Nicole to run.

Question: Who called upon someone to run, Casey or Nicole?
Answer: Nicole
Question: Who was called upon to run, Casey or Nicole?
Answer: Casey
Question: Who ran, Casey or Nicole?
Answer: ", '\n'),363.0,363.0
364,gpt3,object-control-passive,Casey,Nicole,False,called upon,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was called upon by Nicole to call.

Question: Who called upon someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was called upon to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),364.0,364.0
365,gpt3,object-control-passive,Casey,Nicole,False,reminded,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was reminded by Nicole to come.

Question: Who was reminded to come, Casey or Nicole?
Answer: Casey
Question: Who reminded someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),365.0,365.0
366,gpt3,object-control-passive,Casey,Nicole,False,reminded,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was reminded by Nicole to go.

Question: Who was reminded to go, Casey or Nicole?
Answer: Casey
Question: Who reminded someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", 'Question'),366.0,366.0
367,gpt3,object-control-passive,Casey,Nicole,False,reminded,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was reminded by Nicole to read.

Question: Who reminded someone to read, Casey or Nicole?
Answer: Nicole
Question: Who was reminded to read, Casey or Nicole?
Answer: Casey
Question: Who read, Casey or Nicole?
Answer: ", '\n'),367.0,367.0
368,gpt3,object-control-passive,Casey,Nicole,False,reminded,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was reminded by Nicole to run.

Question: Who was reminded to run, Casey or Nicole?
Answer: Casey
Question: Who reminded someone to run, Casey or Nicole?
Answer: Nicole
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),368.0,368.0
369,gpt3,object-control-passive,Casey,Nicole,False,reminded,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was reminded by Nicole to call.

Question: Who reminded someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was reminded to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),369.0,369.0
370,gpt3,object-control-passive,Casey,Nicole,False,urged,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was urged by Nicole to come.

Question: Who was urged to come, Casey or Nicole?
Answer: Casey
Question: Who urged someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),370.0,370.0
371,gpt3,object-control-passive,Casey,Nicole,False,urged,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was urged by Nicole to go.

Question: Who urged someone to go, Casey or Nicole?
Answer: Nicole
Question: Who was urged to go, Casey or Nicole?
Answer: Casey
Question: Who went, Casey or Nicole?
Answer: ", '\n'),371.0,371.0
372,gpt3,object-control-passive,Casey,Nicole,False,urged,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was urged by Nicole to read.

Question: Who was urged to read, Casey or Nicole?
Answer: Casey
Question: Who urged someone to read, Casey or Nicole?
Answer: Nicole
Question: Who read, Casey or Nicole?
Answer: ", '\n'),372.0,372.0
373,gpt3,object-control-passive,Casey,Nicole,False,urged,to run,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was urged by Nicole to run.

Question: Who urged someone to run, Casey or Nicole?
Answer: Nicole
Question: Who was urged to run, Casey or Nicole?
Answer: Casey
Question: Who ran, Casey or Nicole?
Answer: ", '\n'),373.0,373.0
374,gpt3,object-control-passive,Casey,Nicole,False,urged,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was urged by Nicole to call.

Question: Who urged someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was urged to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),374.0,374.0
375,gpt3,object-control-passive,Casey,Nicole,False,asked,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was asked by Nicole to come.

Question: Who was asked to come, Casey or Nicole?
Answer: Casey
Question: Who asked someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),375.0,375.0
376,gpt3,object-control-passive,Casey,Nicole,False,asked,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was asked by Nicole to go.

Question: Who asked someone to go, Casey or Nicole?
Answer: Nicole
Question: Who was asked to go, Casey or Nicole?
Answer: Casey
Question: Who went, Casey or Nicole?
Answer: ", '\n'),376.0,376.0
377,gpt3,object-control-passive,Casey,Nicole,False,asked,to read,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was asked by Nicole to read.

Question: Who was asked to read, Casey or Nicole?
Answer: Casey
Question: Who asked someone to read, Casey or Nicole?
Answer: Nicole
Question: Who read, Casey or Nicole?
Answer: ", 'Case'),377.0,377.0
378,gpt3,object-control-passive,Casey,Nicole,False,asked,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was asked by Nicole to run.

Question: Who was asked to run, Casey or Nicole?
Answer: Casey
Question: Who asked someone to run, Casey or Nicole?
Answer: Nicole
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),378.0,378.0
379,gpt3,object-control-passive,Casey,Nicole,False,asked,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was asked by Nicole to call.

Question: Who was asked to call, Casey or Nicole?
Answer: Casey
Question: Who asked someone to call, Casey or Nicole?
Answer: Nicole
Question: Who called, Casey or Nicole?
Answer: ", '\n'),379.0,379.0
380,gpt3,object-control-passive,Casey,Nicole,False,persuaded,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was persuaded by Nicole to come.

Question: Who persuaded someone to come, Casey or Nicole?
Answer: Nicole
Question: Who was persuaded to come, Casey or Nicole?
Answer: Casey
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),380.0,380.0
381,gpt3,object-control-passive,Casey,Nicole,False,persuaded,to go,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was persuaded by Nicole to go.

Question: Who was persuaded to go, Casey or Nicole?
Answer: Casey
Question: Who persuaded someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", 'Case'),381.0,381.0
382,gpt3,object-control-passive,Casey,Nicole,False,persuaded,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was persuaded by Nicole to read.

Question: Who was persuaded to read, Casey or Nicole?
Answer: Casey
Question: Who persuaded someone to read, Casey or Nicole?
Answer: Nicole
Question: Who read, Casey or Nicole?
Answer: ", '\n'),382.0,382.0
383,gpt3,object-control-passive,Casey,Nicole,False,persuaded,to run,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was persuaded by Nicole to run.

Question: Who persuaded someone to run, Casey or Nicole?
Answer: Nicole
Question: Who was persuaded to run, Casey or Nicole?
Answer: Casey
Question: Who ran, Casey or Nicole?
Answer: ", '\n'),383.0,383.0
384,gpt3,object-control-passive,Casey,Nicole,False,persuaded,to call,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was persuaded by Nicole to call.

Question: Who persuaded someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was persuaded to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", 'Case'),384.0,384.0
385,gpt3,object-control-passive,Casey,Nicole,False,convinced,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was convinced by Nicole to come.

Question: Who was convinced to come, Casey or Nicole?
Answer: Casey
Question: Who convinced someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),385.0,385.0
386,gpt3,object-control-passive,Casey,Nicole,False,convinced,to go,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was convinced by Nicole to go.

Question: Who was convinced to go, Casey or Nicole?
Answer: Casey
Question: Who convinced someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", 'Case'),386.0,386.0
387,gpt3,object-control-passive,Casey,Nicole,False,convinced,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was convinced by Nicole to read.

Question: Who convinced someone to read, Casey or Nicole?
Answer: Nicole
Question: Who was convinced to read, Casey or Nicole?
Answer: Casey
Question: Who read, Casey or Nicole?
Answer: ", '\n'),387.0,387.0
388,gpt3,object-control-passive,Casey,Nicole,False,convinced,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was convinced by Nicole to run.

Question: Who convinced someone to run, Casey or Nicole?
Answer: Nicole
Question: Who was convinced to run, Casey or Nicole?
Answer: Casey
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),388.0,388.0
389,gpt3,object-control-passive,Casey,Nicole,False,convinced,to call,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was convinced by Nicole to call.

Question: Who was convinced to call, Casey or Nicole?
Answer: Casey
Question: Who convinced someone to call, Casey or Nicole?
Answer: Nicole
Question: Who called, Casey or Nicole?
Answer: ", 'Case'),389.0,389.0
390,gpt3,object-control-passive,Casey,Nicole,False,forced,to come,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was forced by Nicole to come.

Question: Who forced someone to come, Casey or Nicole?
Answer: Nicole
Question: Who was forced to come, Casey or Nicole?
Answer: Casey
Question: Who came, Casey or Nicole?
Answer: ", '\n'),390.0,390.0
391,gpt3,object-control-passive,Casey,Nicole,False,forced,to go,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was forced by Nicole to go.

Question: Who was forced to go, Casey or Nicole?
Answer: Casey
Question: Who forced someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", '\n'),391.0,391.0
392,gpt3,object-control-passive,Casey,Nicole,False,forced,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was forced by Nicole to read.

Question: Who was forced to read, Casey or Nicole?
Answer: Casey
Question: Who forced someone to read, Casey or Nicole?
Answer: Nicole
Question: Who read, Casey or Nicole?
Answer: ", '\n'),392.0,392.0
393,gpt3,object-control-passive,Casey,Nicole,False,forced,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was forced by Nicole to run.

Question: Who was forced to run, Casey or Nicole?
Answer: Casey
Question: Who forced someone to run, Casey or Nicole?
Answer: Nicole
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),393.0,393.0
394,gpt3,object-control-passive,Casey,Nicole,False,forced,to call,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was forced by Nicole to call.

Question: Who was forced to call, Casey or Nicole?
Answer: Casey
Question: Who forced someone to call, Casey or Nicole?
Answer: Nicole
Question: Who called, Casey or Nicole?
Answer: ", 'Case'),394.0,394.0
395,gpt3,object-control-passive,Casey,Nicole,False,pushed,to come,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was pushed by Nicole to come.

Question: Who was pushed to come, Casey or Nicole?
Answer: Casey
Question: Who pushed someone to come, Casey or Nicole?
Answer: Nicole
Question: Who came, Casey or Nicole?
Answer: ", 'Case'),395.0,395.0
396,gpt3,object-control-passive,Casey,Nicole,False,pushed,to go,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was pushed by Nicole to go.

Question: Who was pushed to go, Casey or Nicole?
Answer: Casey
Question: Who pushed someone to go, Casey or Nicole?
Answer: Nicole
Question: Who went, Casey or Nicole?
Answer: ", 'Case'),396.0,396.0
397,gpt3,object-control-passive,Casey,Nicole,False,pushed,to read,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was pushed by Nicole to read.

Question: Who pushed someone to read, Casey or Nicole?
Answer: Nicole
Question: Who was pushed to read, Casey or Nicole?
Answer: Casey
Question: Who read, Casey or Nicole?
Answer: ", '\n'),397.0,397.0
398,gpt3,object-control-passive,Casey,Nicole,False,pushed,to run,Nicole,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was pushed by Nicole to run.

Question: Who pushed someone to run, Casey or Nicole?
Answer: Nicole
Question: Who was pushed to run, Casey or Nicole?
Answer: Casey
Question: Who ran, Casey or Nicole?
Answer: ", 'Case'),398.0,398.0
399,gpt3,object-control-passive,Casey,Nicole,False,pushed,to call,Nicole,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey was pushed by Nicole to call.

Question: Who pushed someone to call, Casey or Nicole?
Answer: Nicole
Question: Who was pushed to call, Casey or Nicole?
Answer: Casey
Question: Who called, Casey or Nicole?
Answer: ", '\n'),399.0,399.0
400,gpt3,object-control-passive,Casey,Stephanie,False,told,to come,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was told by Stephanie to come.

Question: Who was told to come, Casey or Stephanie?
Answer: Casey
Question: Who told someone to come, Casey or Stephanie?
Answer: Stephanie
Question: Who came, Casey or Stephanie?
Answer: ", 'Case'),400.0,400.0
401,gpt3,object-control-passive,Casey,Stephanie,False,told,to go,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was told by Stephanie to go.

Question: Who was told to go, Casey or Stephanie?
Answer: Casey
Question: Who told someone to go, Casey or Stephanie?
Answer: Stephanie
Question: Who went, Casey or Stephanie?
Answer: ", 'Case'),401.0,401.0
402,gpt3,object-control-passive,Casey,Stephanie,False,told,to read,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was told by Stephanie to read.

Question: Who was told to read, Casey or Stephanie?
Answer: Casey
Question: Who told someone to read, Casey or Stephanie?
Answer: Stephanie
Question: Who read, Casey or Stephanie?
Answer: ", 'Case'),402.0,402.0
403,gpt3,object-control-passive,Casey,Stephanie,False,told,to run,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was told by Stephanie to run.

Question: Who told someone to run, Casey or Stephanie?
Answer: Stephanie
Question: Who was told to run, Casey or Stephanie?
Answer: Casey
Question: Who ran, Casey or Stephanie?
Answer: ", 'Case'),403.0,403.0
404,gpt3,object-control-passive,Casey,Stephanie,False,told,to call,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was told by Stephanie to call.

Question: Who told someone to call, Casey or Stephanie?
Answer: Stephanie
Question: Who was told to call, Casey or Stephanie?
Answer: Casey
Question: Who called, Casey or Stephanie?
Answer: ", 'Case'),404.0,404.0
405,gpt3,object-control-passive,Casey,Stephanie,False,ordered,to come,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was ordered by Stephanie to come.

Question: Who ordered someone to come, Casey or Stephanie?
Answer: Stephanie
Question: Who was ordered to come, Casey or Stephanie?
Answer: Casey
Question: Who came, Casey or Stephanie?
Answer: ", '\n'),405.0,405.0
406,gpt3,object-control-passive,Casey,Stephanie,False,ordered,to go,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was ordered by Stephanie to go.

Question: Who ordered someone to go, Casey or Stephanie?
Answer: Stephanie
Question: Who was ordered to go, Casey or Stephanie?
Answer: Casey
Question: Who went, Casey or Stephanie?
Answer: ", '\n'),406.0,406.0
407,gpt3,object-control-passive,Casey,Stephanie,False,ordered,to read,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was ordered by Stephanie to read.

Question: Who ordered someone to read, Casey or Stephanie?
Answer: Stephanie
Question: Who was ordered to read, Casey or Stephanie?
Answer: Casey
Question: Who read, Casey or Stephanie?
Answer: ", '\n'),407.0,407.0
408,gpt3,object-control-passive,Casey,Stephanie,False,ordered,to run,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was ordered by Stephanie to run.

Question: Who ordered someone to run, Casey or Stephanie?
Answer: Stephanie
Question: Who was ordered to run, Casey or Stephanie?
Answer: Casey
Question: Who ran, Casey or Stephanie?
Answer: ", 'Case'),408.0,408.0
409,gpt3,object-control-passive,Casey,Stephanie,False,ordered,to call,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was ordered by Stephanie to call.

Question: Who ordered someone to call, Casey or Stephanie?
Answer: Stephanie
Question: Who was ordered to call, Casey or Stephanie?
Answer: Casey
Question: Who called, Casey or Stephanie?
Answer: ", '\n'),409.0,409.0
410,gpt3,object-control-passive,Casey,Stephanie,False,called upon,to come,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was called upon by Stephanie to come.

Question: Who called upon someone to come, Casey or Stephanie?
Answer: Stephanie
Question: Who was called upon to come, Casey or Stephanie?
Answer: Casey
Question: Who came, Casey or Stephanie?
Answer: ", '\n'),410.0,410.0
411,gpt3,object-control-passive,Casey,Stephanie,False,called upon,to go,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was called upon by Stephanie to go.

Question: Who called upon someone to go, Casey or Stephanie?
Answer: Stephanie
Question: Who was called upon to go, Casey or Stephanie?
Answer: Casey
Question: Who went, Casey or Stephanie?
Answer: ", '\n'),411.0,411.0
412,gpt3,object-control-passive,Casey,Stephanie,False,called upon,to read,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was called upon by Stephanie to read.

Question: Who was called upon to read, Casey or Stephanie?
Answer: Casey
Question: Who called upon someone to read, Casey or Stephanie?
Answer: Stephanie
Question: Who read, Casey or Stephanie?
Answer: ", 'Case'),412.0,412.0
413,gpt3,object-control-passive,Casey,Stephanie,False,called upon,to run,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was called upon by Stephanie to run.

Question: Who called upon someone to run, Casey or Stephanie?
Answer: Stephanie
Question: Who was called upon to run, Casey or Stephanie?
Answer: Casey
Question: Who ran, Casey or Stephanie?
Answer: ", '\n'),413.0,413.0
414,gpt3,object-control-passive,Casey,Stephanie,False,called upon,to call,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was called upon by Stephanie to call.

Question: Who called upon someone to call, Casey or Stephanie?
Answer: Stephanie
Question: Who was called upon to call, Casey or Stephanie?
Answer: Casey
Question: Who called, Casey or Stephanie?
Answer: ", '\n'),414.0,414.0
415,gpt3,object-control-passive,Casey,Stephanie,False,reminded,to come,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was reminded by Stephanie to come.

Question: Who was reminded to come, Casey or Stephanie?
Answer: Casey
Question: Who reminded someone to come, Casey or Stephanie?
Answer: Stephanie
Question: Who came, Casey or Stephanie?
Answer: ", 'Case'),415.0,415.0
416,gpt3,object-control-passive,Casey,Stephanie,False,reminded,to go,Stephanie,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was reminded by Stephanie to go.

Question: Who reminded someone to go, Casey or Stephanie?
Answer: Stephanie
Question: Who was reminded to go, Casey or Stephanie?
Answer: Casey
Question: Who went, Casey or Stephanie?
Answer: ", 'Case'),416.0,416.0
417,gpt3,object-control-passive,Casey,Stephanie,False,reminded,to read,Stephanie,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Stephanie"".
Context: Casey was reminded by Stephanie to read.

Question: Who reminded someone to read, Casey or Stephanie?
Answer: Stephanie
Question: Who was reminded to read, Casey or Stephanie?
Answer: Casey
Question: Who read, Casey or Stephanie?
Answer: ", '\n'),417.0,417.0
