,model,exp_type,prompt,pred,true,response,Unnamed: 0
89,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A pattern of arrests and seizures indicate that arms are brought by the LTTE from Laos , Cambodia and Thailand into Chittagong , from where they are transported northward by land to Bhutan .""
Question: In the event ""brought"", does the state of the participant ""arms"" change?
Answer: 
",other,No,"The  following  sentence  is  from  a  news  report . 
 "" The  government  has  been  trying  to  get  the",89.0
90,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""http://i.imgur.com/S2MD2.jpg http://i.imgur.com/T2zff.jpg http://i.imgur.com/Xytex.jpg I took some photos of my model girlfriend with my Nikon D7000 ( see links above ) .""
Question: In the event ""took"", does the state of the participant ""I"" change?
Answer: 
",other,No,",  the  state  of  the  participant  "" I ""  changes . 
 The  state  of  the  participant  "" I",90.0
91,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Sussex have White Skin which could be recessive or dominate .""
Question: In the event ""have"", does the state of the participant ""Sussex"" change?
Answer: 
",other,No,"The  answer  is  "" no ""  because  the  sentence  is  about  the  skin  color  of  the  people  of  Sussex",91.0
92,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Louisiana 's Governor Blanco urged residents to spend Wednesday in prayer and assured them the crisis would eventually be overcome .""
Question: In the event ""assured"", does the state of the participant ""them"" change?
Answer: 
",other,No,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" The  President  of",92.0
93,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The millions who died in the Iran - Iraq war had nothing to do with Israel .""
Question: In the event ""died"", does the state of the participant ""millions"" change?
Answer: 
",other,Yes,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" The  millions  who",93.0
94,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate !""
Question: In the event ""recommend"", does the state of the participant ""company"" change?
Answer: 
",other,No,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" I  recommend  this",94.0
95,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""( '' We have three generations of martyrs : grandmothers , mothers , daughters . '' )""
Question: In the event ""have"", does the state of the participant ""We"" change?
Answer: 
",other,No,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  ""(  ''  The  man",95.0
96,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""YOU GET WHAT YOU PAY FOR !!!""
Question: In the event ""PAY"", does the state of the participant ""YOU"" change?
Answer: 
",other,No,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" YOU  GET  WHAT",96.0
97,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could 've done more to assuage my concerns by giving me concrete facts .""
Question: In the event ""assuage"", does the state of the participant ""concerns"" change?
Answer: 
",other,Yes,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" I  think  he",97.0
98,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I survived it without a problem .""
Question: In the event ""survived"", does the state of the participant ""I"" change?
Answer: 
",other,Yes,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" I  survived  it",98.0
99,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I hope you have a great summer .""
Question: In the event ""hope"", does the state of the participant ""I"" change?
Answer: 
",other,No,"Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  "" I  hope  you",99.0
