,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
458,gpt-neo-2.7b,object-control,Casey,William,False,ordered,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey ordered William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey ordered William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey ordered William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey ordered')",458.0,458.0
459,gpt-neo-2.7b,object-control,Casey,William,False,ordered,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey ordered William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey ordered William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey ordered William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",459.0,459.0
460,gpt-neo-2.7b,object-control,Casey,William,False,called upon,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey called upon William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\n')",460.0,460.0
461,gpt-neo-2.7b,object-control,Casey,William,False,called upon,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey called upon William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nContext: Casey')",461.0,461.0
462,gpt-neo-2.7b,object-control,Casey,William,False,called upon,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey called upon William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nA:\n\n')",462.0,462.0
463,gpt-neo-2.7b,object-control,Casey,William,False,called upon,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey called upon William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey')",463.0,463.0
464,gpt-neo-2.7b,object-control,Casey,William,False,called upon,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey called upon William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey called upon William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\n')",464.0,464.0
465,gpt-neo-2.7b,object-control,Casey,William,False,reminded,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey reminded William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",465.0,465.0
466,gpt-neo-2.7b,object-control,Casey,William,False,reminded,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey reminded William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nQuestion:  Who')",466.0,466.0
467,gpt-neo-2.7b,object-control,Casey,William,False,reminded,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey reminded William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",467.0,467.0
468,gpt-neo-2.7b,object-control,Casey,William,False,reminded,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey reminded William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nQuestion:  Who')",468.0,468.0
469,gpt-neo-2.7b,object-control,Casey,William,False,reminded,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey reminded William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey reminded William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",469.0,469.0
470,gpt-neo-2.7b,object-control,Casey,William,False,urged,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey urged William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",470.0,470.0
471,gpt-neo-2.7b,object-control,Casey,William,False,urged,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey urged William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nQuestion:  Who')",471.0,471.0
472,gpt-neo-2.7b,object-control,Casey,William,False,urged,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey urged William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nQuestion:  Who read')",472.0,472.0
473,gpt-neo-2.7b,object-control,Casey,William,False,urged,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey urged William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nQuestion:  Who')",473.0,473.0
474,gpt-neo-2.7b,object-control,Casey,William,False,urged,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey urged William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey urged William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nQuestion:  What did')",474.0,474.0
475,gpt-neo-2.7b,object-control,Casey,William,False,asked,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey asked William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William came.\n\nQuestion:  Who')",475.0,475.0
476,gpt-neo-2.7b,object-control,Casey,William,False,asked,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey asked William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nQuestion:  Who')",476.0,476.0
477,gpt-neo-2.7b,object-control,Casey,William,False,asked,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey asked William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nQuestion:  Who read')",477.0,477.0
478,gpt-neo-2.7b,object-control,Casey,William,False,asked,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey asked William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey asked')",478.0,478.0
479,gpt-neo-2.7b,object-control,Casey,William,False,asked,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey asked William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey asked William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",479.0,479.0
480,gpt-neo-2.7b,object-control,Casey,William,False,persuaded,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey persuaded William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",480.0,480.0
481,gpt-neo-2.7b,object-control,Casey,William,False,persuaded,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey persuaded William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nQuestion:  Who')",481.0,481.0
482,gpt-neo-2.7b,object-control,Casey,William,False,persuaded,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey persuaded William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",482.0,482.0
483,gpt-neo-2.7b,object-control,Casey,William,False,persuaded,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey persuaded William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey persuaded')",483.0,483.0
484,gpt-neo-2.7b,object-control,Casey,William,False,persuaded,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey persuaded William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey persuaded William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",484.0,484.0
485,gpt-neo-2.7b,object-control,Casey,William,False,convinced,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey convinced William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nQuestion:  Who came')",485.0,485.0
486,gpt-neo-2.7b,object-control,Casey,William,False,convinced,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey convinced William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nQuestion:  Who')",486.0,486.0
487,gpt-neo-2.7b,object-control,Casey,William,False,convinced,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey convinced William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nQuestion:  Who read')",487.0,487.0
488,gpt-neo-2.7b,object-control,Casey,William,False,convinced,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey convinced William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nQuestion:  Who')",488.0,488.0
489,gpt-neo-2.7b,object-control,Casey,William,False,convinced,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey convinced William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey convinced William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nQuestion:  What did')",489.0,489.0
490,gpt-neo-2.7b,object-control,Casey,William,False,forced,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey forced William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",490.0,490.0
491,gpt-neo-2.7b,object-control,Casey,William,False,forced,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey forced William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nContext: Casey forced')",491.0,491.0
492,gpt-neo-2.7b,object-control,Casey,William,False,forced,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey forced William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nA:\n\nThe')",492.0,492.0
493,gpt-neo-2.7b,object-control,Casey,William,False,forced,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey forced William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey forced')",493.0,493.0
494,gpt-neo-2.7b,object-control,Casey,William,False,forced,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey forced William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey forced William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nYou')",494.0,494.0
495,gpt-neo-2.7b,object-control,Casey,William,False,pushed,to come,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey pushed William to come.

Question:  Who came, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to come.\n\nQuestion:  Who came, Casey or William?\nAnswer:  William.\n\nA:\n\nYou')",495.0,495.0
496,gpt-neo-2.7b,object-control,Casey,William,False,pushed,to go,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey pushed William to go.

Question:  Who went, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to go.\n\nQuestion:  Who went, Casey or William?\nAnswer:  William went.\n\nContext: Casey pushed')",496.0,496.0
497,gpt-neo-2.7b,object-control,Casey,William,False,pushed,to read,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey pushed William to read.

Question:  Who read, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to read.\n\nQuestion:  Who read, Casey or William?\nAnswer:  William.\n\nContext: Casey pushed William')",497.0,497.0
498,gpt-neo-2.7b,object-control,Casey,William,False,pushed,to run,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey pushed William to run.

Question:  Who ran, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to run.\n\nQuestion:  Who ran, Casey or William?\nAnswer:  William ran.\n\nContext: Casey pushed')",498.0,498.0
499,gpt-neo-2.7b,object-control,Casey,William,False,pushed,to call,William,William,"You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".
Context: Casey pushed William to call.

Question:  Who called, Casey or William?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""William"".\nContext: Casey pushed William to call.\n\nQuestion:  Who called, Casey or William?\nAnswer:  William.\n\nA:\n\nYou')",499.0,499.0
500,gpt-neo-2.7b,object-control,Joseph,Avery,False,told,to come,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph told Avery to come.

Question:  Who came, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to come.\n\nQuestion:  Who came, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to come.\n\nQuestion:  Who came, Joseph or Avery?\nAnswer:  Joseph.\n\nA:\n\nThe')",500.0,500.0
501,gpt-neo-2.7b,object-control,Joseph,Avery,False,told,to go,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph told Avery to go.

Question:  Who went, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to go.\n\nQuestion:  Who went, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to go.\n\nQuestion:  Who went, Joseph or Avery?\nAnswer:  Joseph.\n\nA:\n\nThe')",501.0,501.0
502,gpt-neo-2.7b,object-control,Joseph,Avery,False,told,to read,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph told Avery to read.

Question:  Who read, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to read.\n\nQuestion:  Who read, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to read.\n\nQuestion:  Who read, Joseph or Avery?\nAnswer:  Joseph\n\nA:\n\nThe answer')",502.0,502.0
503,gpt-neo-2.7b,object-control,Joseph,Avery,False,told,to run,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph told Avery to run.

Question:  Who ran, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to run.\n\nQuestion:  Who ran, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to run.\n\nQuestion:  Who ran, Joseph or Avery?\nAnswer:  Joseph ran.\n\nQuestion:  Who')",503.0,503.0
504,gpt-neo-2.7b,object-control,Joseph,Avery,False,told,to call,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph told Avery to call.

Question:  Who called, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to call.\n\nQuestion:  Who called, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph told Avery to call.\n\nQuestion:  Who called, Joseph or Avery?\nAnswer:  Joseph.\n\nA:\n\nThe')",504.0,504.0
505,gpt-neo-2.7b,object-control,Joseph,Avery,False,ordered,to come,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph ordered Avery to come.

Question:  Who came, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph ordered Avery to come.\n\nQuestion:  Who came, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph ordered Avery to come.\n\nQuestion:  Who came, Joseph or Avery?\nAnswer:  Joseph.\n\nA:\n\nThe')",505.0,505.0
506,gpt-neo-2.7b,object-control,Joseph,Avery,False,ordered,to go,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Joseph ordered Avery to go.

Question:  Who went, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph ordered Avery to go.\n\nQuestion:  Who went, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Joseph ordered Avery to go.\n\nQuestion:  Who went, Joseph or Avery?\nAnswer:  Joseph\n\nA:\n\nThe answer')",506.0,506.0
