,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
652,jurassic-jumbo,subject-control,the lawyer,the engineer,True,asked,to go,the lawyer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer asked the engineer to go.

Question:  Who went, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer asked the engineer to go.\n\nQuestion:  Who went, the engineer or the lawyer?\nAnswer: ', ' The engineer')",652.0,652.0
653,jurassic-jumbo,subject-control,the lawyer,the engineer,False,asked,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer asked the engineer to go.

Question:  Who went, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer asked the engineer to go.\n\nQuestion:  Who went, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",653.0,653.0
654,jurassic-jumbo,subject-control,the lawyer,the engineer,True,asked,to read,the lawyer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer asked the engineer to read.

Question:  Who read, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer asked the engineer to read.\n\nQuestion:  Who read, the engineer or the lawyer?\nAnswer: ', ' The engineer')",654.0,654.0
655,jurassic-jumbo,subject-control,the lawyer,the engineer,False,asked,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer asked the engineer to read.

Question:  Who read, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer asked the engineer to read.\n\nQuestion:  Who read, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",655.0,655.0
656,jurassic-jumbo,subject-control,the lawyer,the engineer,True,asked,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer asked the engineer to run.

Question:  Who ran, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer asked the engineer to run.\n\nQuestion:  Who ran, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",656.0,656.0
657,jurassic-jumbo,subject-control,the lawyer,the engineer,False,asked,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer asked the engineer to run.

Question:  Who ran, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer asked the engineer to run.\n\nQuestion:  Who ran, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",657.0,657.0
658,jurassic-jumbo,subject-control,the lawyer,the engineer,True,asked,to call,the lawyer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer asked the engineer to call.

Question:  Who called, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer asked the engineer to call.\n\nQuestion:  Who called, the engineer or the lawyer?\nAnswer: ', ' The engineer')",658.0,658.0
659,jurassic-jumbo,subject-control,the lawyer,the engineer,False,asked,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer asked the engineer to call.

Question:  Who called, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer asked the engineer to call.\n\nQuestion:  Who called, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",659.0,659.0
660,jurassic-jumbo,subject-control,the lawyer,the engineer,True,persuaded,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer persuaded the engineer to come.

Question:  Who came, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer persuaded the engineer to come.\n\nQuestion:  Who came, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",660.0,660.0
661,jurassic-jumbo,subject-control,the lawyer,the engineer,False,persuaded,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer persuaded the engineer to come.

Question:  Who came, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer persuaded the engineer to come.\n\nQuestion:  Who came, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",661.0,661.0
662,jurassic-jumbo,subject-control,the lawyer,the engineer,True,persuaded,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer persuaded the engineer to go.

Question:  Who went, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer persuaded the engineer to go.\n\nQuestion:  Who went, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",662.0,662.0
663,jurassic-jumbo,subject-control,the lawyer,the engineer,False,persuaded,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer persuaded the engineer to go.

Question:  Who went, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer persuaded the engineer to go.\n\nQuestion:  Who went, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",663.0,663.0
664,jurassic-jumbo,subject-control,the lawyer,the engineer,True,persuaded,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer persuaded the engineer to read.

Question:  Who read, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer persuaded the engineer to read.\n\nQuestion:  Who read, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",664.0,664.0
665,jurassic-jumbo,subject-control,the lawyer,the engineer,False,persuaded,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer persuaded the engineer to read.

Question:  Who read, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer persuaded the engineer to read.\n\nQuestion:  Who read, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",665.0,665.0
666,jurassic-jumbo,subject-control,the lawyer,the engineer,True,persuaded,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer persuaded the engineer to run.

Question:  Who ran, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer persuaded the engineer to run.\n\nQuestion:  Who ran, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",666.0,666.0
667,jurassic-jumbo,subject-control,the lawyer,the engineer,False,persuaded,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer persuaded the engineer to run.

Question:  Who ran, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer persuaded the engineer to run.\n\nQuestion:  Who ran, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",667.0,667.0
668,jurassic-jumbo,subject-control,the lawyer,the engineer,True,persuaded,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer persuaded the engineer to call.

Question:  Who called, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer persuaded the engineer to call.\n\nQuestion:  Who called, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",668.0,668.0
669,jurassic-jumbo,subject-control,the lawyer,the engineer,False,persuaded,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer persuaded the engineer to call.

Question:  Who called, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer persuaded the engineer to call.\n\nQuestion:  Who called, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",669.0,669.0
670,jurassic-jumbo,subject-control,the lawyer,the engineer,True,convinced,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer convinced the engineer to come.

Question:  Who came, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer convinced the engineer to come.\n\nQuestion:  Who came, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",670.0,670.0
671,jurassic-jumbo,subject-control,the lawyer,the engineer,False,convinced,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer convinced the engineer to come.

Question:  Who came, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer convinced the engineer to come.\n\nQuestion:  Who came, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",671.0,671.0
672,jurassic-jumbo,subject-control,the lawyer,the engineer,True,convinced,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer convinced the engineer to go.

Question:  Who went, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer convinced the engineer to go.\n\nQuestion:  Who went, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",672.0,672.0
673,jurassic-jumbo,subject-control,the lawyer,the engineer,False,convinced,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer convinced the engineer to go.

Question:  Who went, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer convinced the engineer to go.\n\nQuestion:  Who went, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",673.0,673.0
674,jurassic-jumbo,subject-control,the lawyer,the engineer,True,convinced,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer convinced the engineer to read.

Question:  Who read, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer convinced the engineer to read.\n\nQuestion:  Who read, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",674.0,674.0
675,jurassic-jumbo,subject-control,the lawyer,the engineer,False,convinced,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer convinced the engineer to read.

Question:  Who read, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer convinced the engineer to read.\n\nQuestion:  Who read, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",675.0,675.0
676,jurassic-jumbo,subject-control,the lawyer,the engineer,True,convinced,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer convinced the engineer to run.

Question:  Who ran, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer convinced the engineer to run.\n\nQuestion:  Who ran, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",676.0,676.0
677,jurassic-jumbo,subject-control,the lawyer,the engineer,False,convinced,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer convinced the engineer to run.

Question:  Who ran, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer convinced the engineer to run.\n\nQuestion:  Who ran, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",677.0,677.0
678,jurassic-jumbo,subject-control,the lawyer,the engineer,True,convinced,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer convinced the engineer to call.

Question:  Who called, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer convinced the engineer to call.\n\nQuestion:  Who called, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",678.0,678.0
679,jurassic-jumbo,subject-control,the lawyer,the engineer,False,convinced,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer convinced the engineer to call.

Question:  Who called, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer convinced the engineer to call.\n\nQuestion:  Who called, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",679.0,679.0
680,jurassic-jumbo,subject-control,the lawyer,the engineer,True,forced,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer forced the engineer to come.

Question:  Who came, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer forced the engineer to come.\n\nQuestion:  Who came, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",680.0,680.0
681,jurassic-jumbo,subject-control,the lawyer,the engineer,False,forced,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer forced the engineer to come.

Question:  Who came, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer forced the engineer to come.\n\nQuestion:  Who came, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",681.0,681.0
682,jurassic-jumbo,subject-control,the lawyer,the engineer,True,forced,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer forced the engineer to go.

Question:  Who went, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer forced the engineer to go.\n\nQuestion:  Who went, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",682.0,682.0
683,jurassic-jumbo,subject-control,the lawyer,the engineer,False,forced,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer forced the engineer to go.

Question:  Who went, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer forced the engineer to go.\n\nQuestion:  Who went, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",683.0,683.0
684,jurassic-jumbo,subject-control,the lawyer,the engineer,True,forced,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer forced the engineer to read.

Question:  Who read, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer forced the engineer to read.\n\nQuestion:  Who read, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",684.0,684.0
685,jurassic-jumbo,subject-control,the lawyer,the engineer,False,forced,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer forced the engineer to read.

Question:  Who read, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer forced the engineer to read.\n\nQuestion:  Who read, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",685.0,685.0
686,jurassic-jumbo,subject-control,the lawyer,the engineer,True,forced,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer forced the engineer to run.

Question:  Who ran, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer forced the engineer to run.\n\nQuestion:  Who ran, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",686.0,686.0
687,jurassic-jumbo,subject-control,the lawyer,the engineer,False,forced,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer forced the engineer to run.

Question:  Who ran, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer forced the engineer to run.\n\nQuestion:  Who ran, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",687.0,687.0
688,jurassic-jumbo,subject-control,the lawyer,the engineer,True,forced,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer forced the engineer to call.

Question:  Who called, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer forced the engineer to call.\n\nQuestion:  Who called, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",688.0,688.0
689,jurassic-jumbo,subject-control,the lawyer,the engineer,False,forced,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer forced the engineer to call.

Question:  Who called, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer forced the engineer to call.\n\nQuestion:  Who called, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",689.0,689.0
690,jurassic-jumbo,subject-control,the lawyer,the engineer,True,pushed,to come,the lawyer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer pushed the engineer to come.

Question:  Who came, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer pushed the engineer to come.\n\nQuestion:  Who came, the engineer or the lawyer?\nAnswer: ', ' The engineer')",690.0,690.0
691,jurassic-jumbo,subject-control,the lawyer,the engineer,False,pushed,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer pushed the engineer to come.

Question:  Who came, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer pushed the engineer to come.\n\nQuestion:  Who came, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",691.0,691.0
692,jurassic-jumbo,subject-control,the lawyer,the engineer,True,pushed,to go,the lawyer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer pushed the engineer to go.

Question:  Who went, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer pushed the engineer to go.\n\nQuestion:  Who went, the engineer or the lawyer?\nAnswer: ', ' The engineer')",692.0,692.0
693,jurassic-jumbo,subject-control,the lawyer,the engineer,False,pushed,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer pushed the engineer to go.

Question:  Who went, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer pushed the engineer to go.\n\nQuestion:  Who went, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",693.0,693.0
694,jurassic-jumbo,subject-control,the lawyer,the engineer,True,pushed,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer pushed the engineer to read.

Question:  Who read, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer pushed the engineer to read.\n\nQuestion:  Who read, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",694.0,694.0
695,jurassic-jumbo,subject-control,the lawyer,the engineer,False,pushed,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer pushed the engineer to read.

Question:  Who read, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer pushed the engineer to read.\n\nQuestion:  Who read, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",695.0,695.0
696,jurassic-jumbo,subject-control,the lawyer,the engineer,True,pushed,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer pushed the engineer to run.

Question:  Who ran, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer pushed the engineer to run.\n\nQuestion:  Who ran, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",696.0,696.0
697,jurassic-jumbo,subject-control,the lawyer,the engineer,False,pushed,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer pushed the engineer to run.

Question:  Who ran, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer pushed the engineer to run.\n\nQuestion:  Who ran, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",697.0,697.0
698,jurassic-jumbo,subject-control,the lawyer,the engineer,True,pushed,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".
Context: the lawyer pushed the engineer to call.

Question:  Who called, the engineer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the lawyer"".\nContext: the lawyer pushed the engineer to call.\n\nQuestion:  Who called, the engineer or the lawyer?\nAnswer: ', ' The lawyer')",698.0,698.0
699,jurassic-jumbo,subject-control,the lawyer,the engineer,False,pushed,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".
Context: the lawyer pushed the engineer to call.

Question:  Who called, the lawyer or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the engineer"".\nContext: the lawyer pushed the engineer to call.\n\nQuestion:  Who called, the lawyer or the engineer?\nAnswer: ', ' The lawyer')",699.0,699.0
700,jurassic-jumbo,subject-control,the lawyer,the writer,True,told,to come,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer told the writer to come.

Question:  Who came, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer told the writer to come.\n\nQuestion:  Who came, the writer or the lawyer?\nAnswer: ', ' The writer came')",700.0,700.0
701,jurassic-jumbo,subject-control,the lawyer,the writer,False,told,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer told the writer to come.

Question:  Who came, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer told the writer to come.\n\nQuestion:  Who came, the lawyer or the writer?\nAnswer: ', ' The lawyer')",701.0,701.0
702,jurassic-jumbo,subject-control,the lawyer,the writer,True,told,to go,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer told the writer to go.

Question:  Who went, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer told the writer to go.\n\nQuestion:  Who went, the writer or the lawyer?\nAnswer: ', ' The writer went')",702.0,702.0
703,jurassic-jumbo,subject-control,the lawyer,the writer,False,told,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer told the writer to go.

Question:  Who went, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer told the writer to go.\n\nQuestion:  Who went, the lawyer or the writer?\nAnswer: ', ' The lawyer')",703.0,703.0
704,jurassic-jumbo,subject-control,the lawyer,the writer,True,told,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer told the writer to read.

Question:  Who read, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer told the writer to read.\n\nQuestion:  Who read, the writer or the lawyer?\nAnswer: ', ' The lawyer')",704.0,704.0
705,jurassic-jumbo,subject-control,the lawyer,the writer,False,told,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer told the writer to read.

Question:  Who read, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer told the writer to read.\n\nQuestion:  Who read, the lawyer or the writer?\nAnswer: ', ' The lawyer')",705.0,705.0
706,jurassic-jumbo,subject-control,the lawyer,the writer,True,told,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer told the writer to run.

Question:  Who ran, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer told the writer to run.\n\nQuestion:  Who ran, the writer or the lawyer?\nAnswer: ', ' The lawyer')",706.0,706.0
707,jurassic-jumbo,subject-control,the lawyer,the writer,False,told,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer told the writer to run.

Question:  Who ran, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer told the writer to run.\n\nQuestion:  Who ran, the lawyer or the writer?\nAnswer: ', ' The lawyer')",707.0,707.0
708,jurassic-jumbo,subject-control,the lawyer,the writer,True,told,to call,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer told the writer to call.

Question:  Who called, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer told the writer to call.\n\nQuestion:  Who called, the writer or the lawyer?\nAnswer: ', ' The writer called')",708.0,708.0
709,jurassic-jumbo,subject-control,the lawyer,the writer,False,told,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer told the writer to call.

Question:  Who called, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer told the writer to call.\n\nQuestion:  Who called, the lawyer or the writer?\nAnswer: ', ' The lawyer')",709.0,709.0
710,jurassic-jumbo,subject-control,the lawyer,the writer,True,ordered,to come,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer ordered the writer to come.

Question:  Who came, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer ordered the writer to come.\n\nQuestion:  Who came, the writer or the lawyer?\nAnswer: ', ' The writer came')",710.0,710.0
